id,cols_1,cols_2,cols_3,cols_4,cols_5,cols_6,cols_7,cols_8,cols_9,cols_10,cols_11,cols_12,cols_13,cols_14,True_value
Id_5443,B,10.4,False,True,9.25,Y,type_3,11.52,20200.0,1.428571429,-34.785,4.08882717,False,B,197917.6584
Id_9034,B,8.2,False,,11.1,Z,type_2,19.92,184178.0,1.428571429,-27.828,4.08882717,False,C,62784.876
Id_3516,C,9.8,False,True,9.25,X,type_1,18.96,71843.0,1.428571429,-27.828,4.08882717,,,93547.4232
Id_7975,B,6.2,False,True,11.1,X,type_1,27.6,185630.0,2.142857143,-27.828,4.08882717,,C,18846.4584
Id_9787,D,8.4,False,,5.18,X,type_0,14.64,,1.428571429,-34.785,4.08882717,True,A,50262.4584
Id_3940,D,8.6,False,True,5.18,X,type_0,12.96,90429.0,1.428571429,-34.785,4.08882717,,B,43950.984
Id_1299,B,,False,True,,W,,,88454.0,1.428571429,-27.828,,False,D,172630.92
Id_9764,E,9.2,False,True,8.51,Y,type_2,13.92,138086.0,,-27.828,5.488589937,True,A,94232.292
Id_1348,B,9.6,False,True,10.36,Z,type_2,19.2,127175.0,1.428571429,-27.828,5.488589937,False,D,197826.552
Id_660,D,7.4,False,True,7.4,X,type_0,19.68,159876.0,1.428571429,-13.914,3.363585661,True,A,50234.184
Id_5886,,8.6,False,,7.4,,type_1,19.68,203547.0,,-27.828,4.08882717,False,A,40809.384
Id_1492,E,10.2,False,True,8.88,Y,type_1,17.28,,1.428571429,-27.828,5.488589937,True,A,109924.584
Id_9946,E,,True,True,8.88,Z,type_2,19.2,5.0,1.428571429,-27.828,5.488589937,False,D,198800.448
Id_4589,B,8.8,False,True,9.99,W,type_1,27.84,189331.0,,-27.828,1.834008086,True,D,78524.292
Id_8530,,9.4,False,True,5.18,X,type_1,15.36,78723.0,1.428571429,-34.785,,True,D,56545.6584
Id_5154,C,8.8,False,True,9.25,X,type_1,18.96,267823.0,1.428571429,-27.828,4.08882717,True,B,34554.4584
Id_2315,G,10.4,False,,7.4,X,,17.76,4476.0,,-34.785,4.08882717,False,B,100499.784
Id_9614,G,9.0,False,True,9.25,W,,21.12,136821.0,1.428571429,-27.828,2.615056629,True,,81408.2808
Id_9577,H,8.2,False,True,9.25,X,type_1,20.88,188008.0,1.428571429,-27.828,4.08882717,True,B,34513.6176
Id_7024,,8.8,False,,7.4,X,type_1,16.56,123413.0,1.428571429,-27.828,4.08882717,True,B,62788.0176
Id_1085,J,10.0,False,True,8.14,Y,type_2,14.64,56385.0,1.428571429,-27.828,5.488589937,False,D,179039.784
Id_2524,G,9.0,False,True,5.92,X,type_1,15.36,103217.0,,-34.785,4.08882717,False,D,48412.056
Id_8968,H,9.2,False,False,8.14,W,type_2,18.24,,1.428571429,-13.914,2.615056629,False,D,59687.2584
Id_5374,B,9.6,False,True,,X,type_1,15.84,51115.0,1.428571429,,4.08882717,False,C,91074.984
Id_3198,,10.2,False,True,7.4,X,,11.76,7400.0,1.428571429,-13.914,1.834008086,True,,150765.384
Id_5751,B,8.6,False,True,9.25,,,18.72,180223.0,1.428571429,-27.828,,True,B,47092.584
Id_4008,,,False,True,7.4,X,type_1,17.76,46601.0,1.428571429,-27.828,4.08882717,False,B,75326.1432
Id_5717,G,9.8,False,True,7.4,X,type_1,18.96,33367.0,1.428571429,-27.828,4.08882717,False,A,89504.184
Id_6657,,8.8,False,False,,X,type_1,17.76,163000.0,1.428571429,-34.785,4.08882717,True,D,24975.72
Id_9357,C,10.4,False,True,8.51,Z,type_2,18.96,18955.0,1.428571429,-27.828,4.08882717,False,A,169294.5408
Id_8790,I,8.2,False,True,11.1,W,type_1,21.36,141895.0,2.142857143,-27.828,4.08882717,True,C,37667.784
Id_67,C,10.4,False,True,9.25,Z,,19.92,16736.0,1.428571429,-27.828,4.08882717,True,A,128774.184
Id_7923,B,9.0,False,True,11.1,W,,19.2,169784.0,1.428571429,-27.828,1.834008086,True,B,77911.68
Id_40,B,9.6,,True,9.25,Y,type_1,20.4,125307.0,1.428571429,-27.828,4.08882717,True,,93619.68
Id_2269,I,7.8,False,True,13.32,Z,type_1,32.4,189208.0,2.142857143,-27.828,4.08882717,True,A,48694.8
Id_2381,D,9.8,False,True,7.4,Y,type_0,19.2,,1.428571429,-34.785,4.08882717,True,A,153906.984
Id_7341,G,7.2,False,True,5.92,X,,17.04,135700.0,1.428571429,-27.828,4.08882717,False,A,28242.984
Id_9961,E,9.8,,True,7.4,X,type_1,,33181.0,1.428571429,,4.08882717,False,C,86394.0
Id_4916,I,9.2,False,False,13.32,W,type_1,,66204.0,2.142857143,-13.914,1.834008086,False,,118752.48
Id_5322,J,10.2,False,True,5.92,X,type_1,16.32,35448.0,1.428571429,-34.785,,True,B,100499.784
Id_5773,,9.2,False,True,11.84,Y,type_2,20.4,106249.0,1.785714286,-27.828,5.488589937,False,B,138198.984
Id_6232,,9.0,False,True,8.51,Z,type_2,16.8,95000.0,1.428571429,-27.828,4.08882717,False,C,103672.8
Id_6963,E,9.0,False,,8.88,Z,type_2,17.28,179369.0,1.428571429,-27.828,4.08882717,False,C,91074.984
Id_3447,A,,False,True,11.1,Y,type_2,17.52,181054.0,2.142857143,-27.828,4.08882717,False,D,84791.784
Id_6816,I,8.2,False,False,5.18,X,type_1,,161091.0,1.428571429,-27.828,4.08882717,False,,21834.12
Id_2367,I,9.4,False,True,13.32,W,type_1,22.8,80334.0,2.142857143,-27.828,4.08882717,True,C,103641.384
Id_7981,F,9.8,False,True,8.14,Z,type_2,19.2,69402.0,1.428571429,,,False,A,122365.32
Id_8166,B,10.6,,True,10.36,Z,type_2,18.24,,,-27.828,5.488589937,False,B,160111.644
Id_2512,E,10.0,False,,8.88,Z,type_2,20.64,112797.0,1.428571429,-27.828,4.08882717,False,C,149194.584
Id_9619,C,9.2,False,True,8.51,Z,type_2,17.04,85438.0,1.428571429,-27.828,4.08882717,False,C,116207.784
Id_2723,B,,False,,14.8,Z,,27.36,115630.0,2.142857143,-27.828,,True,B,166473.384
Id_5948,G,10.6,True,True,7.4,Y,type_2,15.12,,1.428571429,-27.828,,False,D,152838.84
Id_9185,,9.8,False,True,7.4,X,type_1,18.96,48496.0,1.428571429,-27.828,4.08882717,False,D,94191.4512
Id_9004,F,,False,False,8.14,Z,type_2,,215120.0,1.428571429,-27.828,4.08882717,True,B,84820.0584
Id_1143,I,9.2,False,False,13.32,W,,23.28,47940.0,2.142857143,,4.08882717,True,C,103657.092
Id_9736,H,8.4,False,False,11.84,W,type_2,20.16,180950.0,1.785714286,-27.828,4.08882717,True,D,62828.8584
Id_7222,B,7.4,False,True,8.88,Z,type_1,23.04,106718.0,1.428571429,-27.828,4.08882717,,B,47120.8584
Id_8292,A,8.0,False,,11.1,W,,16.56,123237.0,2.142857143,-27.828,4.08882717,True,C,87807.72
Id_9220,J,9.8,False,True,12.21,X,type_1,25.92,58384.0,2.142857143,-27.828,6.168843302,,A,106782.984
Id_4728,G,10.0,False,True,7.4,X,type_1,17.28,55365.0,1.428571429,-27.828,4.08882717,False,C,84446.208
Id_5494,H,10.0,False,True,7.4,,,,40486.0,,-27.828,4.08882717,False,C,94244.8584
Id_5755,G,10.0,False,True,7.4,X,type_1,17.76,50455.0,1.428571429,-27.828,4.08882717,False,A,72225.384
Id_7562,E,9.4,False,True,,X,type_1,15.84,30709.0,1.428571429,,5.488589937,False,B,81656.4672
Id_3789,B,,,True,9.99,,type_1,26.16,154378.0,1.428571429,-13.914,1.834008086,False,B,72099.72
Id_2220,H,7.8,False,True,5.55,,type_1,,139289.0,1.428571429,-34.785,4.08882717,True,C,35782.824
Id_5075,F,10.0,False,True,7.4,,type_0,20.64,52842.0,,,4.08882717,True,D,114511.32
Id_2331,A,9.4,False,True,,Y,type_0,18.0,40772.0,1.428571429,-27.828,4.08882717,True,B,178757.04
Id_5394,,8.8,False,True,9.25,Z,type_2,22.32,251621.0,1.428571429,,4.08882717,False,A,90478.08
Id_7439,D,8.2,False,True,7.4,X,type_2,16.08,172397.0,1.428571429,-27.828,,True,D,33772.2
Id_8067,,10.2,,True,7.4,,type_1,18.24,21590.0,1.428571429,-27.828,4.08882717,False,D,94185.168
Id_7090,A,9.8,False,True,8.51,Z,type_2,18.96,54102.0,1.428571429,-27.828,4.08882717,False,A,152681.76
Id_9336,,8.0,False,True,7.4,Z,type_2,20.88,181260.0,1.428571429,-27.828,5.488589937,True,A,21988.0584
Id_4088,J,,False,True,7.4,Y,type_2,15.12,4105.0,1.428571429,-27.828,4.08882717,False,,188492.8584
Id_1967,J,9.0,False,True,8.14,Y,type_2,18.72,118170.0,1.428571429,,5.488589937,True,A,72225.384
Id_9363,H,9.8,,False,9.25,X,type_1,15.12,,1.428571429,-34.785,4.08882717,False,B,97339.3344
Id_9796,B,7.0,False,True,5.55,X,type_3,10.56,200030.0,1.428571429,-34.785,4.08882717,False,C,40837.6584
Id_6757,F,9.4,False,True,11.84,Z,type_2,22.08,115666.0,1.785714286,-27.828,4.08882717,False,C,125312.1408
Id_9586,J,9.8,False,True,12.21,,type_1,24.48,55696.0,2.142857143,-27.828,4.08882717,True,A,172630.92
Id_4365,J,9.6,False,True,4.44,X,type_1,13.92,72255.0,1.428571429,-34.785,4.08882717,True,B,50234.184
Id_6999,D,9.8,False,True,6.66,X,type_0,14.4,108927.0,1.428571429,-27.828,4.08882717,True,A,78188.1408
Id_423,C,9.2,False,True,6.66,X,type_1,,128083.0,1.428571429,,4.08882717,False,C,47092.584
Id_280,H,10.0,False,True,7.4,X,type_1,14.88,76495.0,1.428571429,-34.785,4.08882717,True,A,87933.384
Id_1904,J,10.2,False,True,5.92,Y,type_1,17.28,20451.0,1.428571429,-27.828,4.08882717,True,B,175577.7408
Id_595,D,10.2,,True,7.4,Y,,20.4,16239.0,1.428571429,-27.828,4.08882717,True,B,210135.3408
Id_8579,,10.4,False,True,8.88,Z,type_2,,25384.0,1.428571429,-27.828,4.08882717,False,B,157073.7168
Id_3917,G,10.0,False,True,7.4,X,type_1,,54492.0,1.428571429,-27.828,,False,B,80079.384
Id_6142,F,9.6,False,True,7.4,X,type_2,16.08,26504.0,1.428571429,-27.828,4.08882717,False,D,119349.384
Id_5661,I,,False,True,5.18,X,type_1,16.08,110922.0,1.428571429,-27.828,4.08882717,False,D,55700.568
Id_5778,C,7.2,False,True,9.25,Z,type_2,24.24,252488.0,1.428571429,-27.828,5.488589937,False,D,37667.784
Id_3618,G,8.4,False,True,8.14,Z,type_2,18.0,,,-27.828,,True,D,69083.784
Id_6845,H,8.6,False,True,7.4,X,type_1,19.68,77541.0,1.428571429,-27.828,4.08882717,True,A,53404.0584
Id_839,,10.0,False,True,10.36,Z,type_2,20.64,149851.0,,-27.828,,,C,109924.584
Id_4596,A,9.0,False,True,,W,type_0,,62582.0,1.428571429,-27.828,4.08882717,True,D,113066.184
Id_7496,C,8.2,False,,7.4,X,type_1,20.4,,1.428571429,-27.828,4.08882717,False,B,37664.6424
Id_141,H,10.2,False,False,7.4,X,type_1,15.84,53188.0,1.428571429,-27.828,4.08882717,True,B,78508.584
Id_2597,G,8.6,False,True,5.92,X,type_1,16.56,164511.0,1.428571429,-20.871,4.08882717,False,D,50249.892
Id_6701,B,8.6,False,False,9.99,W,type_1,26.4,143000.0,1.428571429,-13.914,,True,B,53093.04
Id_7756,J,9.4,False,True,7.4,Y,type_2,16.32,95305.0,1.428571429,-27.828,4.08882717,True,D,81650.184
Id_1377,J,8.4,False,True,12.95,X,type_1,26.16,197256.0,2.142857143,-27.828,6.168843302,True,D,28242.984
Id_3674,H,,False,False,7.4,X,type_1,14.16,55290.0,1.428571429,,4.08882717,True,D,62800.584
Id_8770,H,8.6,False,True,7.4,X,type_1,,196641.0,1.428571429,-27.828,4.08882717,True,C,50259.3168
Id_9895,B,6.4,False,True,8.88,X,type_1,24.0,249000.0,1.428571429,-27.828,,False,C,28258.692
Id_6362,,10.0,False,True,20.72,Z,type_0,34.56,98450.0,,,6.168843302,False,A,244344.2232
Id_4741,I,9.0,False,,5.92,,type_0,18.0,138834.0,1.428571429,,3.363585661,False,D,53250.12
Id_3808,H,9.8,False,True,,Y,type_1,18.0,32289.0,,-27.828,4.08882717,True,A,113066.184
Id_1138,I,9.0,False,True,22.2,W,type_0,28.08,109689.0,2.857142857,-27.828,4.08882717,True,,116207.784
Id_2257,C,10.2,False,True,9.25,Z,type_1,19.92,55497.0,1.428571429,-27.828,4.08882717,False,A,94185.168
Id_7865,B,9.2,False,True,10.36,,type_2,20.64,181921.0,2.142857143,-27.828,5.488589937,False,D,116166.9432
Id_1787,C,8.8,False,True,9.25,X,type_1,18.0,181450.0,1.428571429,-27.828,4.08882717,,A,46747.008
Id_3938,F,8.2,False,True,9.99,W,type_2,,175452.0,2.142857143,-27.828,4.08882717,False,,31412.8584
Id_9316,J,10.0,False,True,7.4,X,type_1,17.76,53374.0,1.428571429,-27.828,4.08882717,False,A,80079.384
Id_4646,D,9.2,,True,5.18,X,type_0,14.4,91722.0,1.428571429,-27.828,1.834008086,True,C,87961.6584
Id_459,J,9.6,False,True,7.4,Y,type_2,16.32,,,-27.828,4.08882717,True,B,93619.68
Id_6115,B,9.8,False,,6.66,X,type_3,10.08,78502.0,1.428571429,-34.785,4.08882717,False,D,94153.752
Id_9542,D,9.4,False,True,11.1,Z,type_2,18.72,,2.142857143,-27.828,4.08882717,True,B,125660.8584
Id_948,B,,False,True,8.88,Z,type_1,23.04,122000.0,1.428571429,-27.828,4.08882717,False,D,59062.08
Id_3700,I,9.6,False,True,13.32,Y,type_0,21.84,,2.142857143,-34.785,4.08882717,False,B,106751.568
Id_1336,A,8.2,False,True,6.66,W,type_0,17.76,118954.0,1.428571429,-27.828,4.08882717,False,A,75366.984
Id_6370,,,,False,7.4,X,type_0,15.84,,1.428571429,-34.785,4.08882717,,A,69426.2184
Id_4628,B,9.6,False,True,9.25,X,type_1,,92568.0,1.428571429,-27.828,4.08882717,True,A,94090.92
Id_6286,C,8.6,,True,6.66,X,type_1,16.08,186342.0,,-27.828,4.08882717,False,A,37067.7384
Id_5925,B,9.2,False,True,6.66,,type_1,14.64,58900.0,1.428571429,-34.785,4.08882717,False,C,75395.2584
Id_5934,J,7.8,False,True,10.73,X,type_2,20.4,,1.428571429,-27.828,6.168843302,False,C,34554.4584
Id_6040,H,9.6,False,,9.25,X,type_1,16.8,67600.0,1.428571429,-27.828,4.08882717,False,B,94244.8584
Id_441,E,9.4,False,True,,,type_1,16.32,99756.0,1.428571429,-27.828,5.488589937,False,D,81329.7408
Id_6659,E,9.6,False,True,7.4,X,type_1,18.24,73760.0,1.428571429,-27.828,4.08882717,False,A,81524.52
Id_1602,J,10.0,False,True,7.4,X,type_1,17.76,54995.0,1.428571429,-34.785,4.08882717,True,A,78188.1408
Id_2238,I,9.6,False,True,10.36,Z,,,97436.0,,-27.828,4.08882717,False,A,109930.8672
Id_639,C,,False,False,11.1,Z,type_2,26.16,174508.0,1.428571429,-27.828,5.488589937,False,A,116207.784
Id_9820,A,7.6,False,True,6.66,W,type_0,19.68,130930.0,1.428571429,-27.828,4.08882717,False,,40837.6584
Id_3830,G,8.4,False,True,8.88,Y,type_1,22.08,123441.0,1.428571429,-27.828,4.08882717,False,B,50249.892
Id_9395,H,9.4,False,True,9.25,,type_1,,54969.0,1.428571429,-27.828,4.08882717,True,B,94216.584
Id_6144,D,9.6,False,True,5.18,X,type_0,13.44,130647.0,1.428571429,-27.828,4.08882717,True,C,68738.208
Id_7985,H,10.4,False,True,9.25,X,type_1,18.24,10263.0,1.428571429,-27.828,4.08882717,False,B,150765.384
Id_9052,C,,False,True,7.4,X,type_1,19.68,175187.0,1.428571429,-27.828,4.08882717,True,,40837.6584
Id_6344,I,7.6,False,False,5.92,X,type_1,16.56,120151.0,1.428571429,-20.871,4.08882717,True,B,18378.36
Id_2501,I,8.2,False,True,5.92,X,type_1,,116301.0,1.428571429,-34.785,4.08882717,True,D,34284.2808
Id_1958,F,8.8,False,True,9.99,,type_2,19.68,228405.0,2.142857143,-27.828,5.488589937,,,43950.984
Id_1070,,10.4,False,True,4.44,X,,13.92,5150.0,1.428571429,-34.785,4.08882717,True,A,75366.984
Id_155,F,7.8,False,,14.8,W,type_1,25.2,230123.0,2.142857143,-27.828,4.08882717,False,D,28242.984
Id_2295,C,9.4,,True,7.4,X,type_1,16.56,112491.0,1.428571429,-27.828,4.08882717,False,D,61261.2
Id_9801,I,7.2,False,True,,W,type_1,26.4,178950.0,2.142857143,-27.828,4.08882717,False,B,34526.184
Id_4578,H,7.2,False,False,8.51,X,type_1,21.6,,1.428571429,-27.828,4.08882717,False,,25129.6584
Id_1089,E,9.0,False,True,7.4,X,type_1,15.84,134215.0,1.428571429,-27.828,4.08882717,False,C,59671.5504
Id_6049,F,9.4,False,True,8.14,Z,type_2,19.44,111477.0,1.428571429,-27.828,4.08882717,True,A,113094.4584
Id_6415,I,8.8,,True,8.88,X,type_1,21.6,,1.428571429,-27.828,5.488589937,True,D,40837.6584
Id_2940,A,8.8,False,True,7.4,W,,,50400.0,1.428571429,-13.914,3.363585661,True,A,109798.92
Id_723,B,8.2,False,True,6.66,X,type_1,17.76,,,-34.785,4.08882717,True,D,43950.984
Id_4384,C,8.2,False,True,11.1,Z,,22.8,,2.142857143,-27.828,4.08882717,True,D,84791.784
Id_930,B,10.2,False,True,10.36,Z,type_2,18.96,53425.0,1.428571429,-27.828,5.488589937,True,D,222676.608
Id_2909,F,,False,False,3.7,X,type_0,13.68,165417.0,1.071428571,-27.828,4.08882717,True,D,28271.2584
Id_7845,B,9.4,,True,10.36,Z,type_2,20.4,138873.0,1.428571429,-27.828,4.08882717,False,C,172725.168
Id_6763,F,10.4,False,True,7.4,W,type_2,17.04,,1.428571429,-27.828,,False,D,215168.184
Id_8388,B,9.6,False,True,6.66,X,type_1,14.64,34100.0,1.428571429,-34.785,4.08882717,True,B,78536.8584
Id_6416,B,10.0,False,True,10.36,Z,type_2,18.24,45619.0,1.428571429,-27.828,5.488589937,False,D,204172.584
Id_895,E,9.4,False,True,8.88,Z,type_2,18.24,157509.0,1.428571429,-27.828,4.08882717,True,C,98548.8504
Id_3247,E,8.8,False,True,8.51,Z,type_2,13.92,166149.0,,-27.828,4.08882717,True,A,49913.7408
Id_2326,G,10.4,False,True,5.92,X,type_1,16.32,12213.0,1.428571429,-27.828,4.08882717,True,B,131915.784
Id_7096,A,9.4,False,True,7.4,W,,,52669.0,1.428571429,-27.828,3.363585661,False,D,150765.384
Id_9505,H,8.8,False,True,5.55,,type_1,13.2,91003.0,1.428571429,-34.785,,True,A,56517.384
Id_7581,H,9.8,False,True,9.25,Y,type_1,21.12,42039.0,1.428571429,-27.828,5.488589937,False,A,147623.784
Id_9742,B,10.2,False,True,7.4,X,type_1,15.6,61284.0,1.428571429,-34.785,4.08882717,False,B,138195.8424
Id_5038,H,10.2,False,True,7.4,X,type_1,16.56,11229.0,,-27.828,,False,B,116207.784
Id_6450,F,9.6,False,True,7.4,X,type_2,16.08,,1.428571429,-27.828,4.08882717,False,B,97351.9008
Id_4136,J,9.8,False,True,7.4,X,type_1,17.76,60345.0,1.428571429,-27.828,,False,A,72253.6584
Id_9248,E,9.0,False,False,9.25,Z,type_2,19.44,220494.0,1.428571429,-27.828,4.08882717,True,D,50108.52
Id_1715,A,10.6,True,True,7.4,Y,type_0,18.48,,1.428571429,-27.828,4.08882717,False,B,242845.68
Id_1698,,8.2,False,,22.94,W,type_0,32.16,128093.0,,-27.828,4.08882717,False,,157017.168
Id_9690,F,,False,True,7.4,Z,type_2,17.76,67813.0,1.428571429,-27.828,4.08882717,False,B,179039.784
Id_9549,B,8.4,False,True,12.95,Z,type_1,26.4,150459.0,2.142857143,-27.828,4.08882717,False,A,65678.2896
Id_9971,C,9.8,False,True,9.25,,type_1,18.96,75568.0,,-27.828,,False,A,84132.048
Id_8224,F,8.4,False,True,8.14,W,type_2,21.36,146581.0,1.428571429,-27.828,3.363585661,True,,56545.6584
Id_3831,C,10.2,False,True,,X,type_1,19.44,,1.428571429,-27.828,,False,B,94232.292
Id_6299,B,9.4,False,True,4.81,X,type_1,15.36,,1.428571429,-34.785,4.08882717,True,C,76617.3408
Id_3348,E,8.6,False,True,11.84,Z,type_2,,218288.0,1.428571429,-27.828,5.488589937,True,B,72253.6584
Id_9518,B,10.0,False,True,9.25,X,,11.28,28050.0,1.428571429,-34.785,4.08882717,False,C,181882.932
Id_985,B,9.6,False,,9.25,X,type_3,10.08,125979.0,,-27.828,4.08882717,True,D,109952.8584
Id_1821,B,7.2,False,True,15.54,Z,type_2,26.88,429513.0,2.142857143,-27.828,6.168843302,,C,119377.6584
Id_4571,H,9.4,False,True,9.25,X,type_1,15.84,64901.0,1.428571429,-27.828,4.08882717,True,B,97358.184
Id_587,F,8.2,False,True,9.99,W,type_2,,175728.0,2.142857143,-27.828,5.488589937,,,50234.184
Id_9757,E,7.8,False,False,12.95,W,type_1,29.28,256793.0,2.142857143,-27.828,,True,B,31384.584
Id_5077,B,10.6,False,True,9.25,X,type_3,11.28,3658.0,,-27.828,,,C,181882.932
Id_7782,J,8.2,False,True,,X,type_1,18.72,148823.0,1.428571429,,4.08882717,False,B,37667.784
Id_8323,J,8.6,,,5.18,X,type_1,13.44,68913.0,1.428571429,-20.871,4.08882717,True,A,34526.184
Id_9522,,9.8,False,True,7.4,X,,,53319.0,1.428571429,-27.828,4.08882717,True,C,70654.584
Id_9967,H,9.6,False,,7.4,X,type_1,14.64,45700.0,,-27.828,,False,D,54978.0
Id_5483,E,8.8,False,True,7.4,Y,type_3,4.56,171292.0,1.428571429,-27.828,4.08882717,False,B,56545.6584
Id_7746,B,10.0,False,True,9.25,,type_1,,53105.0,1.428571429,,4.08882717,,A,87587.808
Id_9280,D,10.2,False,True,7.4,Y,type_0,20.4,44120.0,1.428571429,-27.828,4.08882717,False,B,185322.984
Id_5514,G,9.2,False,True,6.66,,type_1,,62050.0,1.428571429,-34.785,4.08882717,False,D,56517.384
Id_9527,F,,False,False,8.14,W,,18.24,223183.0,1.428571429,-13.914,,False,B,50262.4584
Id_8871,B,9.8,False,True,6.66,X,type_3,8.4,83666.0,1.428571429,-27.828,4.08882717,False,C,94244.8584
Id_5553,B,5.8,False,True,,Z,type_2,0.0,394167.0,2.142857143,-27.828,6.168843302,True,B,72253.6584
Id_3557,J,8.0,False,True,7.4,X,type_1,18.96,191787.0,,,4.08882717,True,D,21519.96
Id_1395,C,9.0,False,False,8.51,Z,type_2,15.6,143285.0,1.428571429,-27.828,4.08882717,True,,116207.784
Id_264,G,9.8,False,True,7.4,X,type_1,17.76,,,-27.828,,True,C,62800.584
Id_3547,F,9.6,False,True,11.84,Z,type_2,20.4,26409.0,1.785714286,-27.828,5.488589937,True,A,166473.384
Id_6844,I,8.0,False,True,7.4,X,type_2,16.56,106831.0,1.428571429,-27.828,4.08882717,True,B,28258.692
Id_7628,,9.8,False,True,8.88,X,type_1,19.92,54300.0,1.428571429,-27.828,4.08882717,True,C,78508.584
Id_6788,C,,False,True,7.4,X,type_1,20.16,174558.0,1.428571429,-27.828,4.08882717,True,A,42694.344
Id_3069,B,9.4,False,True,9.99,W,type_1,26.16,204946.0,1.428571429,-13.914,1.834008086,False,C,69083.784
Id_5025,B,7.2,False,False,15.54,Z,type_2,31.2,267126.0,2.142857143,-27.828,,False,D,113066.184
Id_8396,J,,False,True,12.21,X,type_1,25.92,5578.0,2.142857143,-27.828,6.168843302,False,D,125312.1408
Id_3864,I,7.4,,False,6.66,X,type_1,18.72,227082.0,1.428571429,-34.785,4.08882717,False,A,15704.8584
Id_9072,D,9.4,False,True,7.4,,type_2,19.44,273970.0,1.428571429,-13.914,,True,A,73827.6
Id_2400,B,,False,True,10.36,Z,,21.6,256000.0,1.428571429,-13.914,1.834008086,True,D,91103.2584
Id_6274,I,9.8,False,,5.18,X,type_1,16.08,100025.0,1.428571429,-27.828,4.08882717,False,C,64387.092
Id_8484,,8.0,False,False,7.4,X,type_1,18.96,215316.0,1.428571429,-34.785,4.08882717,,A,27897.408
Id_3711,H,,False,True,13.69,Z,type_1,27.12,145911.0,2.142857143,-27.828,5.488589937,True,D,62800.584
Id_246,J,10.2,False,True,7.4,Y,type_2,15.12,12533.0,1.428571429,-27.828,4.08882717,False,B,204172.584
Id_1594,,8.6,False,,6.66,W,type_0,16.32,105221.0,1.428571429,,4.08882717,,A,56196.9408
Id_9682,E,10.4,False,True,8.88,Z,type_2,,,1.428571429,,4.08882717,False,C,163331.784
Id_1529,I,9.0,False,True,8.88,,type_1,,57146.0,1.428571429,-27.828,4.08882717,True,D,50262.4584
Id_8223,A,7.0,False,,6.66,W,type_1,22.8,98800.0,1.428571429,-27.828,4.08882717,True,B,31064.1408
Id_923,F,9.8,False,True,11.84,Z,type_2,21.36,,1.785714286,-27.828,4.08882717,False,D,153310.08
Id_7553,G,9.2,,True,7.4,X,type_1,18.96,113227.0,1.428571429,,4.08882717,,D,71904.9408
Id_4364,I,,,,11.1,W,,19.92,219873.0,2.142857143,-27.828,,False,C,47092.584
Id_669,B,10.4,False,True,7.4,X,,14.4,42085.0,,-34.785,4.08882717,False,B,133075.0344
Id_3604,G,9.2,False,True,6.66,X,type_1,17.52,72363.0,1.428571429,-34.785,4.08882717,False,C,62800.584
Id_5108,F,5.4,False,True,14.8,W,type_1,30.0,211441.0,2.142857143,-27.828,4.08882717,True,D,21834.12
Id_1910,B,9.2,False,True,4.81,X,,15.12,67031.0,1.428571429,-34.785,4.08882717,False,C,59687.2584
Id_8344,E,9.0,False,False,8.88,Z,type_2,17.28,202087.0,1.428571429,-27.828,4.08882717,True,C,84791.784
Id_5248,G,,False,True,5.92,X,type_2,11.28,53531.0,1.428571429,-27.828,4.08882717,True,,78508.584
Id_7183,,10.2,False,True,7.4,X,type_1,14.88,47910.0,1.428571429,-27.828,4.08882717,,C,87933.384
Id_3958,,,False,True,10.36,,type_2,18.24,16768.0,1.428571429,,5.488589937,False,C,197889.384
Id_6957,A,9.2,False,True,7.4,W,type_0,14.4,63226.0,1.428571429,-27.828,4.08882717,True,,125632.584
Id_6026,B,10.2,False,True,9.25,Y,type_3,11.52,28438.0,,-34.785,4.08882717,True,B,166473.384
Id_5643,H,9.6,False,True,7.4,X,type_1,16.56,44043.0,1.428571429,,4.08882717,False,C,106462.5408
Id_2696,B,,False,True,10.36,,type_2,18.96,53448.0,1.428571429,-27.828,5.488589937,False,A,226163.784
Id_2591,H,8.2,,False,8.14,X,type_2,,212002.0,1.428571429,-27.828,4.08882717,False,B,37667.784
Id_5906,,9.2,False,True,10.36,Z,,22.56,96415.0,1.428571429,-27.828,,False,,109924.584
Id_1781,D,8.6,False,,5.18,X,type_0,12.48,136788.0,1.428571429,-34.785,4.08882717,True,,52499.2776
Id_6509,G,9.0,False,True,5.92,X,type_1,15.36,47685.0,1.428571429,,3.363585661,True,A,72225.384
Id_3013,A,9.6,False,True,11.1,Y,type_2,,,2.142857143,-27.828,4.08882717,True,A,203827.008
Id_7133,D,,False,True,5.18,X,type_0,13.92,20377.0,1.428571429,-34.785,4.08882717,True,D,125632.584
Id_2307,B,9.8,False,True,10.36,Z,type_2,20.4,84948.0,1.428571429,-27.828,4.08882717,True,C,197889.384
Id_7276,G,9.0,False,,5.92,X,type_1,14.4,157318.0,1.428571429,-34.785,4.08882717,True,,37667.784
Id_3690,I,9.2,False,True,10.36,Z,type_2,21.84,86969.0,1.428571429,-27.828,4.08882717,True,A,109924.584
Id_687,C,9.4,False,True,8.51,Z,type_2,16.8,171947.0,1.428571429,-27.828,4.08882717,True,A,87691.4808
Id_6011,E,9.6,False,True,8.88,Z,type_2,18.24,43958.0,1.428571429,-27.828,4.08882717,True,C,137878.5408
